brand,description,rating,reviews,sort,data_coleta,old,new
OLYMPIKUS,Tênis Olympikus Marte Corrida Caminhada Confortável Unissex,5.0,2,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,209.9,180.51
,Kit Tenis Masculino Academia + Relógio Digital Led + Meia,4.4,476,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,149.9,114.71
OLIMPAK,Tênis Esportivo Masculino Olimpak Para Caminhada Academia,4.4,3181,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,106.1,100.79
OLYMPIKUS,Olympikus Treino Venum Sem gênero Adultos,4.8,389,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,183.38,157.3
MIZUNO,Tênis Mizuno Masculino Wave Legend 2 Esportivo Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,639.9,467.12
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,4.6,825,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,74.95
MIZUNO,Tênis Running Masculino Mizuno Prophecy 13 Branco,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,2223.34,222.0
,Tênis Cross Tryd 5400 Academia Caminhada Confortável Leve,4.5,1518,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,99.99,69.99
BF SHOES,Tênis Branco Lançamento Original Confortável,4.6,7123,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,99.88,75.9
NEW BALANCE,Tênis New Balance Evoz V3 Masculino,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,699.9,489.93
,Tenis Olimp Esportivo Masculino Feminino Leve E Macio,4.1,5440,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,7.67
SAPATOFRAN,Tênis Masculino Esportivo Academia Kit C/meia Lupo + Relógio,4.3,2449,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,107.9,10.49
UNDER ARMOUR,Tênis Under Armour Charged Quicker Masculino Branco,4.0,1,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,359.9,35.99
,Tenis Menino Infantil Ad Escolar Esportivo Merks ,4.7,82,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,69.9,46.55
LORENZZO LOPEZ,Kit 3 Tênis Masculino Para Academia E Caminhada Levíssimo,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,179.9,149.31
MIZUNO,Kit Tênis Mizuno Masculino Wave Legend 2 + Meia Cano Médio,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,589.9,477.81
OLYMPIKUS,Tenis Masculino Olympikus Proof ,4.8,246,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,247.85,188.36
,Tênis Masculino Academia Rixxon Leve Promoção Barato ,4.4,456,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,87.9,79.11
OLYMPIKUS,Tênis Olympikus Casual Olimpicos Confortável Pra Corrida Nfe,4.8,654,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,229.99,193.19
DM DAMANDO,Combo Tenis Masculino Espotivo Running Academia + Relógio,4.5,25,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,70.3
OLDSEN,Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ,4.2,72,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.99,75.04
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,4.7,102,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,129.9,106.51
BF SHOES,Tênis Para Academia Masculino Caminhada Esportivo Bf Shoes,4.7,6,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,89.9,64.6
OLYMPIKUS,Tênis Olympikus Proof 3 Masculino Azul Escuro Original,4.9,90,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,222.22,166.66
MIZUNO,Tênis Mizuno Masculino Wave Mirai 5 Esportivo Corrida,5.0,3,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,529.9,386.82
NEW BALANCE,Tênis Esportivo Corrida Super Leve New Balance Coleção Nova,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,399.99,38.78
OLYMPIKUS,Tênis Masculino Olympikus Estilo Esportivo Caminhada,4.7,87,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,274.99,217.79
FILA,Tênis Fila Racer Gripper Unissex Original ,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,329.99,237.59
MIZUNO,Tênis Mizuno Advance Rsp Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,666.56,66.66
OLYMPIKUS,Olympikus Casual Noventa Masculino Adultos,4.7,548,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,264.82,208.05
MIZUNO,Tênis Mizuno Masculino Wave Legend 2 Esportivo Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,639.9,460.72
MIZUNO,Tênis Mizuno Victory Rsp Masculino Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,555.44,55.54
OLIMPAK,Tênis Masculino Olimpak Para Academia Caminhada Original,4.5,2211,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,109.29,89.49
HAYMAX,Tênis Skatista Masculino Feminino Old School Envio Imediato,4.5,772,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,99.99,89.99
,Tênis Masculino Caminhada Academia Esportivo Origina Fxb 515,4.5,255,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,69.9,6.79
LORENZZO LOPEZ,Tênis Masculino Para Academia E Corrida Super Macio E Leve,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,39.9,13.3
FILA,Tênis Masculino Corrida Fila Recovery - Original,4.4,5,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,379.99,334.39
MIZUNO,Tênis Mizuno Wave Zest Masculino,5.0,2,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,499.9,48.47
MIZUNO,Tênis Masculino Mizuno Wave Endeavor Corrida Performance,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,749.9,547.42
OLYMPIKUS,Tênis Olympikus Challenger 5 Masculino,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,359.9,284.32
ASCENSION,Tenis Masculino Leve Confotavel Dia A Dia Para Treino,4.5,141,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,109.9,36.63
MIZUNO,Tênis Mizuno Wave Dynasty 5 Masculino Corrida,5.0,1,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,549.9,395.92
OLDSEN,Tenis Masculino Lançamento Original Confortavel Tecido 38-45,4.3,499,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.95,75.29
,Tenis Para Caminhada Academia Corrida Treino - Leve E Macio,4.5,232,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,68.9,63.65
FILA,Fila Recovery Masculino Adultos,4.7,2067,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,407.9,265.05
ON RUNNING,On Running Cloudmonster 2 Masculino Branco/preto Adultos,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,1149.99,114.0
MIZUNO,Tênis Para Corrida Masculino Mizuno Wave Hawk 4 Esportivo,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,399.9,267.93
MIZUNO,Tênis Masculino Mizuno Wave Endeavor Corrida Performance,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,749.9,532.42
OLYMPIKUS,Olympikus Marte Masculino Adultos,4.7,240,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,189.99,150.09
MIZUNO,Tênis Para Corrida Masculino Mizuno Wave Vitality 5 Treino,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,479.9,345.52
DM DAMANDO,Combo Tenis Masculino Espotivo Running Academia + Relógio,4.5,25,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,70.3
PUMA,Tênis Puma Haste Sl Bdp Masculino,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,569.9,429.9
PUMA,Tênis Puma Masculino Cell Divide V2 Bdp Para Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,589.9,448.32
NEW BALANCE,New Balance Evoz V3 Masculino Adultos,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,699.9,431.22
MIZUNO,Tênis Mizuno Space 4 Masculino Corrida - Caminhada,5.0,4,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,329.9,32.99
PUMA,Tenis Masculino Puma Up Leve Estiloso Confortavel - Original,5.0,9,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,316.83,237.5
UNDER ARMOUR,Tênis Under Armour Tribase Lift Masculino Academia - Fitness,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,599.9,520.9
OLYMPIKUS,Tênis Neblina Olympikus Corrida Trilha Masculino Adulto,4.7,40,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,324.99,259.99
ADIDAS,Tênis Masculino Lite Racer 3.0 adidas Oferta,4.7,766,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,299.99,232.99
,Tenis Masculino Feminino Juvenil Academia Macio Confortável ,4.5,523,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,70.99,6.9
OLYMPIKUS,Tênis Olympikus Dynamic Masculino Original,4.7,372,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,319.9,223.93
FILA,Tênis Fila Racer Nairobi Preto Cinza E Verde - Masculino,4.7,53,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,379.99,296.39
OLYMPIKUS,Tênis Masculino Olimp Treino Academia Leve Macio - Olympikus,4.8,624,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,229.99,188.59
DM DAMANDO,Combo Tenis Masculino Espotivo Running Academia + Relógio,4.5,25,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,70.3
UNDER ARMOUR,Tênis Under Armour Charged Slight 2 Treino Caminhada Corrida,4.7,18,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,399.99,259.99
,Tenis Masculino Feminino Academia Leve Macio Confortável,4.5,1600,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,68.99,6.71
NEW BALANCE,Tênis New Balance Evoz V3 Masculino,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,699.9,489.93
PUMA,Tênis Puma Masculino Cell Divide V2 Bdp Para Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,589.9,442.42
NEW BALANCE,Tênis New Balance Hierro V7 Masculino Original ,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,1259.9,793.73
OLYMPIKUS,Tênis Olympikus Dynamic Masculino Original Com Nota Fiscal,4.9,155,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,259.78,241.59
OLYMPIKUS,Tênis Olympikus Challenger 5 Branco E Cinza - Masculino,5.0,1,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,299.99,33.33
MIZUNO,Tênis Mizuno Frontier B Unissex Original ,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,799.99,77.56
BLACK FREE,Kit 2 Pares Tênis Black Free Evolution Masculino Promoção,4.4,612,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,219.9,31.41
TRYD,Tênis Para Treino Academia Caminhada Corrida Tryd 5400 Leve,4.5,9437,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,99.99,74.99
BF SHOES,Tênis Masculino Para Caminhada Academia Esportivo Bf Shoes,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,89.9,64.9
ADIDAS,Tênis De Corrida Masculino Duramo Esportivo Performance Leve,5.0,3,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,499.99,364.99
MIZUNO,Tênis Mizuno Wave Interceptor Rsp Masculino Corrida,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,444.33,44.43
OLDSEN,Tenis Masculino Infantil Jaguar De Corrida Academia 34-43,4.6,566,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,63.12
OLYMPIKUS,Tênis Masculino Olympikus Original Academia Preto Adulto ,4.7,790,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,212.49,159.6
,Tênis Academia Caminhada Corrida Confortável Leve Pra Malhar,4.6,221,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,99.9,69.93
UNDER ARMOUR,Tênis Under Armour Essential 2 Original Academia Masculino,4.8,202,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,262.49,206.9
DM DAMANDO,Tenis Masculino Esportivo Black Academia Corrida Caminhada,4.4,33,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,72.9,64.6
OLYMPIKUS,Olympikus Poseidon Masculino Adultos,4.7,590,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,194.8,18.93
PUMA,Tênis Masculino Caminhada Puma Haste Sl Bdp Esportivo,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,589.9,430.62
DM DAMANDO,Kit Tenis Confortavel Masculino P/academia Corrida + Relógio,4.6,188,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,26.3
POLO JOY,Tênis Polo Joy Casual Masculino Academia Macio Leve Original,4.8,99,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,7.67
UNDER ARMOUR,Tênis Under Armour Charged Slight 2 Treino Caminhada Corrida,4.7,18,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,399.99,259.99
LYND,Tênis Esportivo Masculino Corrida Caminhada- Vent 424,4.4,83,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,199.9,149.92
FILA,Fila KR6 Feminino Adultos,4.8,11,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,547.44,427.4
MIZUNO,Mizuno Space 3 Masculino Adultos,4.8,1425,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,199.17,33.0
OLYMPIKUS,Tenis Olympikus Corre 3 Masculino Corrida Original ,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,499.9,49.0
OLDSEN,Tenis Corrida Casual Insanity Leve Confortável Macio 34-43,4.5,268,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,63.12
OLYMPIKUS,Olympikus Asfalto Masculino Adultos,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,249.99,31.25
OLYMPIKUS,Tênis Olympikus Casual Olimpicos Confortável Pra Corrida Nfe,4.8,654,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,229.99,193.19
OLDSEN,Tênis Masculino Para Correr Caminhar Colorado Oferta Barato ,4.2,716,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,67.06
,Tênis Masculino Academia Caminhada Corrida Training Bylbow,4.6,3037,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,78.9,72.58
,Tenis Feminino E Masculino Casual Old Estilo Off Star Oferta,4.2,149,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,59.9,53.2
OLYMPIKUS,Tenis Masculino Olympikus Beats Supporter Evasense - Oficial,4.8,50,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,377.85,251.75
MIZUNO,Kit Tênis Mizuno Masculino Victory Rsp + Meia Color Sports,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,639.9,537.51
MIZUNO,Tênis Masculino Mizuno Wave Falcon 5 Corrida Caminhada,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,429.9,296.63
VIA LIVRE,Tênis Masculino Advanced Running Ultra Leve Academia,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,131.9,117.39
FILA,Tênis Fila Masculino Recovery Corrida Caminhada Confortável,5.0,2,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,379.99,334.39
PUMA,Puma St Runner V3 Masculino Adultos,4.9,7,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,437.49,328.11
,Tenis Masculino Feminino Academia Leve Macio Confortável,4.5,1600,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,68.99,6.71
FILA,Tênis Fila Float Prime Masculino Adulto Confortável Original,4.7,373,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,344.9,253.65
MIZUNO,Kit Tênis Mizuno Masculino Victory Rsp + Meia Color Sports,0.0,0,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,639.9,531.11
OLYMPIKUS,Olympikus Treino Volcan Masculino Adultos,4.7,789,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,149.99,14.58
OLYMPIKUS,Tenis Olympikus Masculino Index 3 Original Lançamento + Nf,4.7,153,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,199.99,159.99
,Tênis Masculino Esportivo Caminhada Academia Corrida,4.5,492,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,89.9,78.21
POLO JOY,Tenis Meia Polo Joy Masculino Caminhada Original Confortavel,4.7,13,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,129.99,123.49
OUSY SHOES,Kit Tênis Masculino Caminhada 3 Pares Easy Confortável Combo,4.5,5498,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,229.9,159.9
,Tenis Masculino Confortavel Leve Academia Promoçao Original,4.5,125,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,99.9,79.92
OLYMPIKUS,Tenis Masculino Olympikus Dynamic,4.8,276,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,249.99,229.75
REEBOK,Tênis Masculino Royal Complete Sport Reebok Novo,4.9,13,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,329.99,236.99
UNDER ARMOUR,Tênis Under Armour Academia Caminhada Masculino Charged 2,4.8,326,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,262.49,209.99
OLYMPIKUS,Olympikus Corre Vento 2 Masculino Adultos,5.0,8,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,439.9,396.6
WM,Tenis Revelation Masculino Feminino Promoção Pronta Entrega,4.5,67,https://lista.mercadolivre.com.br/tenis-corrida-masculino,2024-05-25 11:39:55.362729,109.99,10.69
